,DATE,STREET1,STREET2,DISTRICT,LATITUDE,LONGITUDE,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,NEIGHBOURHOOD_158
14218,2018-01-01 10:00:00,BAYVIEW AVE,POTTERY RD,North York,43.692008,-79.361987,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,35 to 39,Fatal,Leaside-Bennington
14219,2018-01-01 10:00:00,NEILSON RD,401 C W NEILSON RAMP RD,Scarborough,43.795016,-79.216319,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,Malvern East
14220,2018-01-01 10:00:00,NEILSON RD,401 C W NEILSON RAMP RD,Scarborough,43.795016,-79.216319,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minimal,Malvern East
14221,2018-01-01 10:00:00,NEILSON RD,401 C W NEILSON RAMP RD,Scarborough,43.795016,-79.216319,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minimal,Malvern East
14222,2018-01-01 10:00:00,NEILSON RD,401 C W NEILSON RAMP RD,Scarborough,43.795016,-79.216319,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Minimal,Malvern East
14223,2018-01-01 10:00:00,NEILSON RD,401 C W NEILSON RAMP RD,Scarborough,43.795016,-79.216319,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,Major,Malvern East
14224,2018-01-01 10:00:00,NEILSON RD,401 C W NEILSON RAMP RD,Scarborough,43.795016,-79.216319,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,75 to 79,Minimal,Malvern East
14225,2018-01-01 10:00:00,NEILSON RD,401 C W NEILSON RAMP RD,Scarborough,43.795016,-79.216319,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,20 to 24,Major,Malvern East
14226,2018-01-02 10:00:00,BRIMLEY RD,HEATHER RD,Scarborough,43.790507,-79.269923,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,Agincourt North
14227,2018-01-02 10:00:00,BRIMLEY RD,HEATHER RD,Scarborough,43.790507,-79.269923,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Driver,60 to 64,,Agincourt North
14228,2018-01-02 10:00:00,FINCH AVE E,TRUDY RD,North York,43.790946,-79.362178,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,,Don Valley Village
14229,2018-01-02 10:00:00,FINCH AVE E,TRUDY RD,North York,43.790946,-79.362178,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,50 to 54,Minor,Don Valley Village
14230,2018-01-02 10:00:00,FINCH AVE E,TRUDY RD,North York,43.790946,-79.362178,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,45 to 49,,Don Valley Village
14231,2018-01-02 10:00:00,FINCH AVE E,TRUDY RD,North York,43.790946,-79.362178,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,50 to 54,Major,Don Valley Village
14232,2018-01-02 10:00:00,FINCH AVE E,TRUDY RD,North York,43.790946,-79.362178,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,45 to 49,,Don Valley Village
14233,2018-01-02 10:00:00,FINCH AVE E,TRUDY RD,North York,43.790946,-79.362178,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,15 to 19,,Don Valley Village
14234,2018-01-05 10:00:00,SHEPPARD ST,ADELAIDE ST W,Toronto and East York,43.649542,-79.382091,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Driver,50 to 54,,Yonge-Bay Corridor
14235,2018-01-05 10:00:00,SHEPPARD ST,ADELAIDE ST W,Toronto and East York,43.649542,-79.382091,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,Yonge-Bay Corridor
14236,2018-01-05 10:00:00,AVENUE RD,DUNBLAINE AVE,North York,43.73585,-79.420062,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,,Bedford Park-Nortown
14237,2018-01-05 10:00:00,AVENUE RD,DUNBLAINE AVE,North York,43.73585,-79.420062,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,Bedford Park-Nortown
14238,2018-01-05 10:00:00,AVENUE RD,DUNBLAINE AVE,North York,43.73585,-79.420062,Traffic Controller,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Minimal,Bedford Park-Nortown
14239,2018-01-05 10:00:00,SUNRISE AVE,BERMONDSEY RD,North York,43.718005,-79.308299,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,Victoria Village
14240,2018-01-05 10:00:00,SUNRISE AVE,BERMONDSEY RD,North York,43.718005,-79.308299,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,,Victoria Village
14241,2018-01-07 10:00:00,EGLINTON AVE W,ROYAL YORK RD,Etobicoke York,43.68162,-79.52972,Traffic Signal,Other,Daylight,Other,Fatal,Approaching,Driver,25 to 29,,Edenbridge-Humber Valley
14242,2018-01-07 10:00:00,EGLINTON AVE W,ROYAL YORK RD,Etobicoke York,43.68162,-79.52972,Traffic Signal,Other,Daylight,Other,Fatal,Approaching,Driver,85 to 89,Fatal,Edenbridge-Humber Valley
14243,2018-01-07 10:00:00,STEELES AVE E,EASTVALE  DR,Scarborough,43.837935,-79.245151,No Control,Other,Dark,Other,Fatal,Pedestrian Collisions,Driver,60 to 64,,Morningside Heights
14244,2018-01-07 10:00:00,STEELES AVE E,EASTVALE  DR,Scarborough,43.837935,-79.245151,No Control,Other,Dark,Other,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,Morningside Heights
14245,2018-01-09 10:00:00,EGLINTON AVE E,ROSEMOUNT DR,Scarborough,43.730475,-79.275096,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Driver,45 to 49,,Ionview
14246,2018-01-09 10:00:00,EGLINTON AVE E,ROSEMOUNT DR,Scarborough,43.730475,-79.275096,No Control,Clear,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,Ionview
14247,2018-01-11 10:00:00,YONGE ST,RANLEIGH AVE,North York,43.727763,-79.402904,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,Lawrence Park North
14248,2018-01-11 10:00:00,YONGE ST,RANLEIGH AVE,North York,43.727763,-79.402904,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,Lawrence Park North
14249,2018-01-11 10:00:00,YONGE ST,EGLINTON AVE E,Toronto and East York,43.70666,-79.398326,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,South Eglinton-Davisville
14250,2018-01-11 10:00:00,YONGE ST,EGLINTON AVE E,Toronto and East York,43.70666,-79.398326,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,South Eglinton-Davisville
14251,2018-01-11 10:00:00,BRIDLETOWNE CRCL,FINCH AVE E,Scarborough,43.795779,-79.31927,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,L'Amoreaux West
14252,2018-01-11 10:00:00,BRIDLETOWNE CRCL,FINCH AVE E,Scarborough,43.795779,-79.31927,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,L'Amoreaux West
14253,2018-01-12 10:00:00,MCCOWAN RD,ELLESMERE RD,Scarborough,43.772071,-79.25146,Traffic Signal,Freezing Rain,"Dark, artificial",Ice,Non-Fatal Injury,SMV Other,Passenger,50 to 54,Minor,Woburn North
14254,2018-01-12 10:00:00,MCCOWAN RD,ELLESMERE RD,Scarborough,43.772071,-79.25146,Traffic Signal,Freezing Rain,"Dark, artificial",Ice,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Minor,Woburn North
14255,2018-01-12 10:00:00,MCCOWAN RD,ELLESMERE RD,Scarborough,43.772071,-79.25146,Traffic Signal,Freezing Rain,"Dark, artificial",Ice,Non-Fatal Injury,SMV Other,Driver,40 to 44,Major,Woburn North
14256,2018-01-14 10:00:00,THE QUEENSWAY,ALDGATE AVE,Etobicoke York,43.629561,-79.487575,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,25 to 29,,Stonegate-Queensway
14257,2018-01-14 10:00:00,THE QUEENSWAY,ALDGATE AVE,Etobicoke York,43.629561,-79.487575,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,unknown,Major,Stonegate-Queensway
14258,2018-01-14 10:00:00,THE QUEENSWAY,ALDGATE AVE,Etobicoke York,43.629561,-79.487575,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,35 to 39,,Stonegate-Queensway
14259,2018-01-14 10:00:00,THE QUEENSWAY,ALDGATE AVE,Etobicoke York,43.629561,-79.487575,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Passenger,5 to 9,Minimal,Stonegate-Queensway
14260,2018-01-15 10:00:00,23 IANHALL RD,,North York,43.727904,-79.488223,No Control,Snow,Daylight,Loose Snow,Fatal,Pedestrian Collisions,,unknown,,Downsview
14261,2018-01-15 10:00:00,23 IANHALL RD,,North York,43.727904,-79.488223,No Control,Snow,Daylight,Loose Snow,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Minimal,Downsview
14262,2018-01-15 10:00:00,23 IANHALL RD,,North York,43.727904,-79.488223,No Control,Snow,Daylight,Loose Snow,Fatal,Pedestrian Collisions,Pedestrian,5 to 9,Fatal,Downsview
14263,2018-01-15 10:00:00,YONGE ST,MELINDA ST,Toronto and East York,43.648451,-79.377605,No Control,Snow,Daylight,Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,Downtown Yonge East
14264,2018-01-15 10:00:00,YONGE ST,MELINDA ST,Toronto and East York,43.648451,-79.377605,No Control,Snow,Daylight,Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,Downtown Yonge East
14265,2018-01-19 10:00:00,FINCH AVE E,DUDLEY AVE,North York,43.780986,-79.409679,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,85 to 89,,East Willowdale
14266,2018-01-19 10:00:00,FINCH AVE E,DUDLEY AVE,North York,43.780986,-79.409679,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,25 to 29,Minor,East Willowdale
14267,2018-01-19 10:00:00,FINCH AVE E,DUDLEY AVE,North York,43.780986,-79.409679,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,40 to 44,,East Willowdale
14268,2018-01-19 10:00:00,FINCH AVE E,DUDLEY AVE,North York,43.780986,-79.409679,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,45 to 49,,East Willowdale
14269,2018-01-19 10:00:00,FINCH AVE E,DUDLEY AVE,North York,43.780986,-79.409679,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,90 to 94,Major,East Willowdale
14270,2018-01-19 10:00:00,FINCH AVE E,DUDLEY AVE,North York,43.780986,-79.409679,Stop Sign,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,,East Willowdale
14271,2018-01-20 10:00:00,MORNINGSIDE AVE,CINEMART DR,Scarborough,43.797301,-79.197437,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,Malvern East
14272,2018-01-20 10:00:00,MORNINGSIDE AVE,CINEMART DR,Scarborough,43.797301,-79.197437,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,Malvern East
14273,2018-01-22 10:00:00,THURMAN  RD,STEELES  AVE W,North York,43.79074,-79.452991,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,65 to 69,Major,Westminster-Branson
14274,2018-01-22 10:00:00,THURMAN  RD,STEELES  AVE W,North York,43.79074,-79.452991,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,80 to 84,,Westminster-Branson
14275,2018-01-22 10:00:00,HANNA RD,SUTHERLAND DR,North York,43.701487,-79.365566,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,40 to 44,,Leaside-Bennington
14276,2018-01-22 10:00:00,HANNA RD,SUTHERLAND DR,North York,43.701487,-79.365566,Stop Sign,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,Leaside-Bennington
14277,2018-01-22 10:00:00,483 DUNDAS ST W,,Toronto and East York,43.652999,-79.397411,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,Kensington-Chinatown
14278,2018-01-22 10:00:00,483 DUNDAS ST W,,Toronto and East York,43.652999,-79.397411,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,Kensington-Chinatown
14279,2018-01-24 10:00:00,QUEEN ST W,NIAGARA ST,Toronto and East York,43.645922,-79.409908,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,West Queen West
14280,2018-01-24 10:00:00,QUEEN ST W,NIAGARA ST,Toronto and East York,43.645922,-79.409908,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,West Queen West
14281,2018-01-24 10:00:00,WARDEN AVE,BAMBURGH CRCL,Scarborough,43.81428,-79.324542,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,Steeles
14282,2018-01-24 10:00:00,WARDEN AVE,BAMBURGH CRCL,Scarborough,43.81428,-79.324542,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,,Steeles
14283,2018-01-26 10:00:00,QUEENS QUAY W,YORK ST,Toronto and East York,43.639701,-79.381091,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,Harbourfront-CityPlace
14284,2018-01-26 10:00:00,QUEENS QUAY W,YORK ST,Toronto and East York,43.639701,-79.381091,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,Harbourfront-CityPlace
14285,2018-01-26 10:00:00,TAPSCOTT RD,MCLEVIN AVE,Scarborough,43.804679,-79.22578,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,35 to 39,Major,Malvern West
14286,2018-01-26 10:00:00,TAPSCOTT RD,MCLEVIN AVE,Scarborough,43.804679,-79.22578,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,35 to 39,Minor,Malvern West
14287,2018-01-26 10:00:00,TAPSCOTT RD,MCLEVIN AVE,Scarborough,43.804679,-79.22578,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Passenger,55 to 59,Minimal,Malvern West
14288,2018-01-27 10:00:00,EGLINTON AVE E,VICTORIA PARK AVE,North York,43.72465,-79.302608,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Truck Driver,45 to 49,,Clairlea-Birchmount
14289,2018-01-27 10:00:00,EGLINTON AVE E,VICTORIA PARK AVE,North York,43.72465,-79.302608,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,Major,Clairlea-Birchmount
14290,2018-01-28 10:00:00,BATHURST ST,RIDGE HILL DR,Toronto and East York,43.703265,-79.425868,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,Forest Hill North
14291,2018-01-28 10:00:00,BATHURST ST,RIDGE HILL DR,Toronto and East York,43.703265,-79.425868,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,Forest Hill North
14292,2018-02-02 10:00:00,FINCH AVE W,ARDWICK BLVD,Etobicoke York,43.747714,-79.562267,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,Humbermede
14293,2018-02-02 10:00:00,FINCH AVE W,ARDWICK BLVD,Etobicoke York,43.747714,-79.562267,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,,Humbermede
14294,2018-02-03 10:00:00,PARLIAMENT ST,CARLTON ST,Toronto and East York,43.664225,-79.367954,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,Cabbagetown-South St.James Town
14295,2018-02-03 10:00:00,PARLIAMENT ST,CARLTON ST,Toronto and East York,43.664225,-79.367954,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,Cabbagetown-South St.James Town
14296,2018-02-03 10:00:00,8 HERTFORD AVE,,Etobicoke York,43.6887,-79.477329,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Other,unknown,,Keelesdale-Eglinton West
14297,2018-02-03 10:00:00,8 HERTFORD AVE,,Etobicoke York,43.6887,-79.477329,No Control,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,Keelesdale-Eglinton West
14298,2018-02-06 10:00:00,CARL HALL RD,CHESSWOOD DR,North York,43.7485,-79.468807,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,35 to 39,Minor,Downsview
14299,2018-02-06 10:00:00,CARL HALL RD,CHESSWOOD DR,North York,43.7485,-79.468807,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,35 to 39,Major,Downsview
14300,2018-02-08 10:00:00,SPADINA AVE,QUEEN ST W,Toronto and East York,43.648692,-79.396343,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Minor,Wellington Place
14301,2018-02-08 10:00:00,SPADINA AVE,QUEEN ST W,Toronto and East York,43.648692,-79.396343,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,Wellington Place
14302,2018-02-08 10:00:00,SPADINA AVE,QUEEN ST W,Toronto and East York,43.648692,-79.396343,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Passenger,35 to 39,,Wellington Place
14303,2018-02-08 10:00:00,SPADINA AVE,QUEEN ST W,Toronto and East York,43.648692,-79.396343,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Passenger,25 to 29,,Wellington Place
14304,2018-02-08 10:00:00,SPADINA AVE,QUEEN ST W,Toronto and East York,43.648692,-79.396343,Traffic Signal,Clear,"Dark, artificial",Slush,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,Wellington Place
14305,2018-02-08 10:00:00,HALLAM ST,OSSINGTON AVE,Toronto and East York,43.66788,-79.428111,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,Dovercourt Village
14306,2018-02-08 10:00:00,HALLAM ST,OSSINGTON AVE,Toronto and East York,43.66788,-79.428111,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,,Dovercourt Village
14307,2018-02-09 10:00:00,LOWER JARVIS ST,FRONT ST E,Toronto and East York,43.648657,-79.37112,No Control,Snow,Daylight,Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,St Lawrence-East Bayfront-The Islands
14308,2018-02-09 10:00:00,LOWER JARVIS ST,FRONT ST E,Toronto and East York,43.648657,-79.37112,No Control,Snow,Daylight,Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,,St Lawrence-East Bayfront-The Islands
14309,2018-02-10 10:00:00,BATHURST ST,DUNDAS ST W,Toronto and East York,43.652239,-79.405978,No Control,Drifting Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,Kensington-Chinatown
14310,2018-02-10 10:00:00,BATHURST ST,DUNDAS ST W,Toronto and East York,43.652239,-79.405978,No Control,Drifting Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,Kensington-Chinatown
14311,2018-02-11 10:00:00,JANE ST,JOHN ST,Etobicoke York,43.706576,-79.504787,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Other,Driver,55 to 59,,Rustic
14312,2018-02-11 10:00:00,JANE ST,JOHN ST,Etobicoke York,43.706576,-79.504787,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Other,Passenger,55 to 59,Major,Rustic
14313,2018-02-11 10:00:00,YONGE ST,MCGLASHAN RD,North York,43.741786,-79.406207,No Control,Freezing Rain,Daylight,Slush,Non-Fatal Injury,SMV Other,Driver,40 to 44,Minor,Bridle Path-Sunnybrook-York Mills
14314,2018-02-11 10:00:00,YONGE ST,MCGLASHAN RD,North York,43.741786,-79.406207,No Control,Freezing Rain,Daylight,Slush,Non-Fatal Injury,SMV Other,Passenger,40 to 44,Minor,Bridle Path-Sunnybrook-York Mills
14315,2018-02-11 10:00:00,YONGE ST,MCGLASHAN RD,North York,43.741786,-79.406207,No Control,Freezing Rain,Daylight,Slush,Non-Fatal Injury,SMV Other,Passenger,10 to 14,Minimal,Bridle Path-Sunnybrook-York Mills
14316,2018-02-11 10:00:00,YONGE ST,MCGLASHAN RD,North York,43.741786,-79.406207,No Control,Freezing Rain,Daylight,Slush,Non-Fatal Injury,SMV Other,Passenger,5 to 9,Major,Bridle Path-Sunnybrook-York Mills
14317,2018-02-11 10:00:00,YONGE ST,MCGLASHAN RD,North York,43.741786,-79.406207,No Control,Freezing Rain,Daylight,Slush,Non-Fatal Injury,SMV Other,Passenger,0 to 4,Major,Bridle Path-Sunnybrook-York Mills
14318,2018-02-13 10:00:00,DUFFERIN ST,BANK ST,Toronto and East York,43.647639,-79.430675,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,50 to 54,,Little Portugal
14319,2018-02-13 10:00:00,DUFFERIN ST,BANK ST,Toronto and East York,43.647639,-79.430675,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,20 to 24,Major,Little Portugal
14320,2018-02-13 10:00:00,DUFFERIN ST,BANK ST,Toronto and East York,43.647639,-79.430675,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,unknown,,Little Portugal
14321,2018-02-14 10:00:00,KIPLING AVE,MOUNT OLIVE DR,Etobicoke York,43.746745,-79.583759,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,Mount Olive-Silverstone-Jamestown
14322,2018-02-14 10:00:00,KIPLING AVE,MOUNT OLIVE DR,Etobicoke York,43.746745,-79.583759,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,75 to 79,,Mount Olive-Silverstone-Jamestown
14323,2018-02-16 10:00:00,DON MILLS RD,BARBER GREENE RD,North York,43.727584,-79.340823,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,35 to 39,Major,Banbury-Don Mills
14324,2018-02-16 10:00:00,DON MILLS RD,BARBER GREENE RD,North York,43.727584,-79.340823,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,35 to 39,Minor,Banbury-Don Mills
14325,2018-02-16 10:00:00,DON MILLS RD,BARBER GREENE RD,North York,43.727584,-79.340823,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Minor,Banbury-Don Mills
14326,2018-02-16 10:00:00,DON MILLS RD,BARBER GREENE RD,North York,43.727584,-79.340823,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,50 to 54,Minor,Banbury-Don Mills
14327,2018-02-16 10:00:00,LAKE SHORE BLVD W,ROYAL YORK RD,Etobicoke York,43.603579,-79.493121,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,50 to 54,,Mimico-Queensway
14328,2018-02-16 10:00:00,LAKE SHORE BLVD W,ROYAL YORK RD,Etobicoke York,43.603579,-79.493121,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,50 to 54,Major,Mimico-Queensway
14329,2018-02-17 10:00:00,3230 BAYVIEW AVE,,North York,43.788287,-79.392772,No Control,,Dark,,Fatal,SMV Other,Driver,45 to 49,Fatal,Bayview Woods-Steeles
14330,2018-02-18 10:00:00,401 C E WESTON RD RAMP,WESTON RD,Etobicoke York,43.711795,-79.535419,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,,Pelmo Park-Humberlea
14331,2018-02-18 10:00:00,401 C E WESTON RD RAMP,WESTON RD,Etobicoke York,43.711795,-79.535419,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Minor,Pelmo Park-Humberlea
14332,2018-02-18 10:00:00,401 C E WESTON RD RAMP,WESTON RD,Etobicoke York,43.711795,-79.535419,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,Pelmo Park-Humberlea
14333,2018-02-18 10:00:00,401 C E WESTON RD RAMP,WESTON RD,Etobicoke York,43.711795,-79.535419,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,85 to 89,,Pelmo Park-Humberlea
14334,2018-02-18 10:00:00,401 C E WESTON RD RAMP,WESTON RD,Etobicoke York,43.711795,-79.535419,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,80 to 84,,Pelmo Park-Humberlea
14335,2018-02-18 10:00:00,YONGE ST,ROSELAWN AVE,North York,43.710841,-79.399249,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,North Toronto
14336,2018-02-18 10:00:00,YONGE ST,ROSELAWN AVE,North York,43.710841,-79.399249,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,North Toronto
14337,2018-02-19 10:00:00,704 BRIMORTON DR,,Scarborough,43.774909,-79.227756,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,25 to 29,Major,Golfdale-Cedarbrae-Woburn
